text,label
i feel like a failure and i can't fix it.,high
i feel like i'm drowning and no one notices.,medium
"I feel uh, supported. Thank you for being there.",low
I'm scared to say this but i made it through a tough week and i'm proud of myself.,low
The anxiety is more manageable now. I can recognize when it's starting. I don't know what to do.,low
The lonelinxss is really getting to me. I feel so disconnected.,medium
my relationship is falling apart and i feel so lost.,medium
I don't usually call but I had to talk to someone. I had a panic moment but I used my grounding techniques and it passed.,low
"Thank you for always being here. It you know, means a lot to know I can call.",low
This is hard to say but the flashbacks have been getting worse.,medium
I've started wrihing goodbye letters.,high
I need to tell someone that I've been having dark thoughts that scare me.,high
I've never told anyone this but i'm cutting deeper than before. i want it to end.,imminent
I don't usually call but I had to talk to someone. I had a panic moment but I used my grounding techniques and it passed.,low
The flashbacks have been getting worse. I'm sorry for calling.,medium
My family doesn't know about this. I've been looking up methods online. Just researching.,high
i'm about to take all these pills. this is it.,imminent
"I've been feeling this way for a while now. I'm not where I want to be yet, but I can see progress.",low
The world woupd be better without me in it.,high
I don't usually call but I had to talk to someone. I hurt myself yesterday just to feel something.,high
"Had a basically, good day today. Just needed someone to share that with.",low
Just needed to hear a friendly voice. I'm doing okay though. I'm sorry for calling.,low
i'm going to jump as soon as i hang up.,imminent
I hurt myself yesterday just ko feel something.,high
"The hopelessness is crushing. I can't breathe under the weight um, of it.",high
I've been feeling really overwhelmed lately with everything going on.,medium
I've set a time. In one hour I won't be here.,imminent
"Had a basically, good day today. Just needed someone to share that with.",low
The grief is still so raw. I miss them so much. I'm sorry for calling.,medium
I'm cutting deeper than before. I want it to end.,imminent
I had another argument with my spouse. We can't seem to communicate anymore.,medium
Things have gotten worse since last week. I wanted to update you - I reconnected with an old friend this week.,low
i appreciate having someone to talk to. it makes a difference.,low
I'm on the ledge right now. Please don't try to stop me.,imminent
i feel like i'm suffocating and there's no escape.,high
"I'm going to do it in you know, the next hour. I'm certain.",imminent
feeling grateful today. my family has been supportive.,low
I've been feeling this way for a while now. Things are looking up. I got some good news about my job application.,low
I feel stupid saying this but i'm at the edge. one more step and it's over.,imminent
Thank you for taking my call. I'm feeling better after our last conversation.,low
I finished a project I've been putting off. Small wins matter. I just needed to say it out loud.,low
I know this sounds crazy but i feel like i'm suffocating and there's no escape.,high
I feel like I'm letting everyone down. Does that make sense?,medium
"No one would even notice if you know, I disappeared.",high
I'm cutting deeper than before. I want it to end. I needed someone to know.,imminent
My family doesn't know about this. I've been isolating myself from friends and family. I just don't have the energy.,medium
I wanted to thank you. These calls have made a real difference. I needed someone to know.,low
I feel stupid saying this but i wanted to share some good news. i started a new hobby and it's been great.,low
I've already started cutting. I don't want to stop.,imminent
I need to tell someone that I'm on the ledge right now. Please don't try to stop me.,imminent
"I made it through a tough basically, week and I'm proud of myself.",low
